VideoID,Title,Views,Likes,Dislikes,Comments,Upload_Date
J1lhxfZtR3M,Do You Think You Will Be Famous?????,150403,3244,0,622,2015-07-07
b_o8cz0ZNdk,What Is Swatting? Why I hate It!,98324,2435,0,241,2015-07-05
i5dhcAxO25Q,Reddit Is In Chaos After Firing Victoria,61505,1168,0,174,2015-07-04
-o_8CDbFMJ0,Paid Promotion On Youtube Good?,60036,1213,0,166,2015-07-04
v5J1Cycn3s8,How To Gain Youtube Success,91350,3162,0,328,2015-07-02
YJiqYG-Mylk,FaZe Members Reaction's To Joining Faze,614504,13777,0,686,2015-07-02
jGE1sUTeR5g,Battle of The Beasts Round 2 Winners!,58604,1490,0,328,2015-07-01
0tZCQ25fsoI,Youtube In 10 Years?????,643705,39912,0,6077,2015-06-30
N9jTogPwqVY,The Ultimate Motivation For Small Youtubers,309456,16130,0,1966,2015-06-29
yyJ7xEcENNI,How Much Does Pewdiepie Make?,255925,3232,0,224,2015-06-29
3rJgCGMPEqA,Random Stuff You Don't Care About,58390,2148,0,427,2015-06-28
7isfkomGg7o,Battle Of The Beast Round 1 Winners!,58369,1547,0,241,2015-06-24
UCYefSGBP00,The Truth About Big Community Channels,58400,2091,0,820,2015-06-22
dvdGkRK5a_0,WORLD'S FIRST BLACK OPS 3 GUN SYNC!!,71513,1677,0,159,2015-06-22
X7doE4h6W64,Insane Gun Sync - 7 Hours To Make,58418,2220,0,543,2015-06-21
GhppzOzN3MM,Battle of The Beasts Bracket!!!! (Not accepting anymore),58397,1550,0,325,2015-06-20
QkXDatNdL4U,Free To Use Advanced Warfare Gameplay! 2015,58363,1648,0,349,2015-06-19
hyt2t4r8lQ4,Battle Of The Beast Tournament UPDATE!,58409,1928,0,671,2015-06-19
-mlok5iT3GE,My Top 5 Favorite Things At E3 2015,58374,1791,0,435,2015-06-18
STvOHHgJ1sQ,Battle Of The Beasts (youtubers needed),58362,1503,0,343,2015-06-18
2-ErX5oDzwM,History Of COD Part 2! Black Ops 1 - History Of COD On Youtube!,58390,1313,0,172,2015-06-14
7ytYV-tVIvg,How Did Notch Become A Billionaire? How Much Did Minecraft Sell For?????,117150,2749,0,222,2015-06-12
ELIoOUKSOJQ,Top 10 Richest Gaming Youtubers?????,260266,7674,0,502,2015-06-11
uAoayezOaug,Markiplier Is A Great Man! Sub shodleech!,217672,2265,0,159,2015-06-09
Vr2337tCLCI,Insane Advanced Warfare Hacker!,58416,1845,0,344,2015-06-08
NV7qmqbS8tM,"What Is Considered A ""Bad Video"" On Youtube????? #karnageRC",75060,1517,0,165,2015-06-08
U9c-ycvw02A,I Think I Am Going For The #KarnageRC,58381,1911,0,505,2015-06-05
GfgcVOuHLAo,Every FaZe Video Ever #karnageRC,58371,1794,0,247,2015-06-05
zi7tZ-2PhLk,How Much Money Do You Make As An Uber Driver??????,58370,1347,0,195,2015-06-01
TacjQmKCiZg,How Much Does Faze Rain's Giveaway Cost??????,58369,1593,0,374,2015-05-31
AIytwdufwW8,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),58766,1450,0,250,2015-05-30
KLAI0c0Spog,Best Of FlipArtz - His Best Advanced Supply Drops EVER!,120581,1422,0,114,2015-05-29
UVin8WtE5eU,Summer Is Finally Here!,61595,1247,0,252,2015-05-29
wNuxirsrwBk,Why Are Things Unbalanced In Video Games?????,92366,1371,0,175,2015-05-29
6bxZpS0cm5o,New Channel?,165434,4225,0,409,2015-05-24
ajJbMGq9AS4,"Youtube ""Freinds""",100376,1602,0,202,2015-05-23
UXw9jqgJNNc,"Youtube Stat News - Vevo Gets 10 Bil. Views A Month, Channel Milestones, and more!",58378,2379,0,791,2015-05-21
E3CqKvlzl-I,Big Changes??? Idk just watch the stupid video,58374,1788,0,386,2015-05-19
zfDr05ax0gM,How Much Money Does DramaAlert Make????,58400,1859,0,348,2015-05-16
56OkH6ocYZU,L0114R - Biblical Creeper Post for Post @L0114R,58789,1252,0,248,2015-05-15
w40Z8aT5fpQ,Why Do We Do Things That Are Bad For Us?????,58498,1828,0,266,2015-05-15
zgDezsMQyyU,How To Monetize Your Videos And Make Lots Of Youtube Money!!$$$,58526,1658,0,326,2015-05-11
UEwnitHoSDw,DIY $23.00 Mini Sound Booth? Does It Work?,149858,2725,0,192,2015-05-10
__SaaKSW9iE,Cut Coms vs Uncut Coms,58396,1529,0,310,2015-05-09
qWnyJ55KBKo,Minimum Wage,76146,1676,0,172,2015-05-08
52awie9G00A,My New Channel Trailer ;),63975,1678,0,143,2015-05-07
bB99NdUoxEQ,Why I Changed My Channel Name,146068,3685,0,346,2015-05-04
7GjSaNi8Epg,How Overpriced Is Movie Popcorn?????,58490,1563,0,305,2015-05-04
h5uE4ERMiTk,Screw Warface,58404,1535,0,249,2015-05-03
umRLkCrmwcs,My Problems,75044,2047,0,236,2015-05-01
rHoLyltYDtQ,Ma Channel,58366,1653,0,293,2015-04-30
yeHjsYQ076A,Remember When COD Was Fun?,58388,1740,0,323,2015-04-27
pqrdPu2ESFo,My Baby Got a Virus :(,80252,1696,0,228,2015-04-26
ywZy_Fo2ydo,Modern Art Is A Joke,58386,1537,0,232,2015-04-25
qr4v9pdfVlU,Cheat Channels,58363,1698,0,367,2015-04-24
hgiPX33AHas,Time,88783,1793,0,161,2015-04-23
oZ-Mn5p1xMw,"2,000 Subscribers",402095,21487,0,3806,2015-04-19
5UPa_hu5opg,Youtube,98135,2303,0,221,2015-04-15
zv_oq5UNDAo,"How To SAT, Get Into Yale",58413,1320,0,181,2015-04-13
NiqkH7qVW0U,100k Subs With No Videos????,484051,9542,0,2814,2015-04-11
boBokLXe5o8,Is Jacksepticeye A Millionaire?????? 2016,220804,3551,0,661,2015-04-10
7YOzgk-U4EU,How Rich Is Buzz Feed???,70917,1162,0,199,2015-04-07
prdSftLj9-g,How To Do A High School or College Paper!,98528,1857,0,192,2015-04-06
pzlPJmNyepA,What is Crohn's Disease?????,528947,18251,0,1203,2015-04-05
QNoqAnJOSqU,What Happens If You Get A Copy Right Strike??,179409,4512,0,542,2015-04-04
kzIA4vKyhRQ,5 Steps To Becoming Successful On Youtube,185857,8347,0,710,2015-04-03
DfonKqMENrg,Making Youtube a Priority,64520,1737,0,213,2015-04-02
MUQCwdkEbq0,Why I Was Not Uploading,60214,1324,0,196,2015-03-22
JlUzoQN9FWw,Youtubers Analytic's Explained,62358,1500,0,161,2015-03-06
0VjLq-go1fg,How Much $$$ Does Every Member of FaZe Make COMBINED????? 2016,108786,1703,0,331,2015-03-05
uCIpW9zOmgI,Is Pewdiepie The #2 Youtuber?!?!?  :0,92956,1804,0,319,2015-03-04
Z0Poefgrs4w,How Much Money Does Smosh Make????? 2016,78450,1390,0,216,2015-03-03
MLN6TRB9Jxw,Who Are The Worst Youtubers?????,270026,4234,0,403,2015-03-01
vZrL_FFITgs,Subscriber Goals For 2016,58998,1540,0,562,2015-02-28
L7lGD_anC00,How Many People Do Youtube as a JOB?????,59062,1497,0,232,2015-02-26
xu1nhAfnMGA,How Much Money Does Syndicate Project Make????? 2016,89190,1210,0,247,2015-02-25
D1livXdFGkQ,Are Youtubers Millionaires?,195103,3431,0,406,2015-02-23
bwp_3qLgWpQ,Magecraft - Epic Hit! 11k Troops killed.,58409,1480,0,324,2015-02-21
tZpnfF0-7Ls,Highest Paid Musicians????,141316,2182,0,293,2015-02-18
BwAMltY3-c0,Making Fun Of Youtuber's Intros.,320909,7642,0,598,2015-02-17
7HBR3Ea72CY,10 Things You DIDN'T Know About Youtube!,74042,1654,0,168,2015-02-08
Ds9H2UnUHL0,Quitting?,136742,4828,0,655,2015-02-07
iqUFeWAVp-0,How Much Money Does Markiplier Make????? 2016,142752,2244,0,235,2015-01-05
W2skFWRk6qo,PewDiePie Uploads A Fake Video! LOL,85607,1604,0,205,2015-01-02
X_qd-1xSTFA,Pewdiepie Was On T.V.,158370,3507,0,404,2014-12-07
VWa0ImMY2bQ,Five Facts You Didn't Know About Youtube.,102269,2140,0,235,2014-12-02
fEcASr38n2E,Milestones And Plans For My Channel,75017,1776,0,274,2014-11-30
udmf5MQLNGA,How Much Money Did Gangnam Style Earn??? 2016,106667,2018,0,239,2014-11-27
0dg2eR2NSQ0,Best League Player In The Universe.,325585,17079,0,946,2014-11-23
6BNOWeYFyP8,MageCraft - Beginners tutorial. (The app),58397,1336,0,203,2014-11-17
LDegY-H60_U,How much money does VanossGaming Make? 2016,343796,4674,0,280,2014-11-02
D51HaR-XvgM,Opening Old Basketball Cards! Ep. #1 (Michael Jordan Found),193802,4037,0,308,2014-10-21
Rio7r_vLUEo,20 Best Websites?????,189325,3522,0,454,2014-08-30
8E5Ygl02wtM,"How Much Money Does ""Chris Smooth"" Make?????",74414,1313,0,178,2014-08-22
moMJjt5KECc,Money Problems,293364,5212,0,412,2014-08-20
OffgqPzDi7Q,Vanoss vs Speedy! Who is better? Updated.,58451,1602,0,355,2014-08-20
B_7uD3B62MM,Welcome To My Channel!,84434,2002,0,181,2014-08-18
bA20RJcegOI,1500,316816,9092,0,1597,2014-08-09
NbHwVDt9Rjk,How Much Money Does Yogscast Make????? 2016,59368,1124,0,169,2014-07-14
VzsE09KjpKA,How Much Does WhiteBoy7thSt Make????? 2016,321505,2891,0,218,2014-07-12
HduubRTdko4,"How Much Does ""Epic Rap Battles"" Make?????",58423,1554,0,228,2014-07-11
qFOGv5zuTdw,How Much Money Does FaZe Make?????,58418,1684,0,293,2014-07-10
u6t4jrhs56Q,"Top Youtube ""ShoutOuts""",58368,1953,0,351,2014-07-09
460GXJiGCEs,Youtube Dream,79020,2322,0,597,2014-07-08
ZiuoOcj2eLY,In Dis Video I Play Minecraft. (Factions),60841,1733,0,201,2014-07-05
LYK6SPMtJ_Y,Youtube Grind,119170,2941,0,221,2014-06-29
2ljWxaMvE_0,Hacker in Ghost???? I Couldn't Kill Him.,58383,1724,0,398,2014-06-22
rSuuQ_s8gOw,How Much Money Does Tmartn Make?????,58372,1755,0,356,2014-06-22
vKKhX-Uyggw,How Much Money Does FaZe Rain Make?????,71701,1462,0,170,2014-06-18
EAwXH82m-6A,G2g Brb,58363,1816,0,425,2014-06-16
U_07AG_CR5A,Crazy Nub Tub Reactions! Bo2 Fun!,58405,1768,0,379,2014-06-14
Xe0AGtF5aNU,Fun In COD. - Insane Reactions Lol,58408,1830,0,416,2014-06-11
NCv0drAPm_M,Minecraft Build-off Fun!!!!!,76351,2040,0,212,2014-06-09
HuLAAXZXIy0,This Kid Should Quit COD....,82718,1675,0,208,2014-06-03
pV7UcYW1OwA,Computer vs Console My Perspective.,110436,2384,0,340,2014-06-02
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,236764,5817,0,887,2014-06-01
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,422003,5926,0,430,2014-05-25
3Q3pQmzWyZM,I Got Really Really Really Bored....,59177,1762,0,353,2014-05-24
BqS4iVHa-LU,How Much Money Does Penguinz0 Make????? 2016,97883,3205,0,368,2014-05-17
zX04jQFKCpo,How Much Money Does CaptainSparkles Make????? 2016,773696,7420,0,568,2014-05-16
G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,73241,1494,0,228,2014-05-15
EMVvA5Cr0fY,COD IS NOT DEAD,79966,2288,0,306,2014-05-08
e14MroQ5k_s,Storm,261829,7704,0,871,2014-05-01
CuzdxsOXEZ8,Hearthstone - All Beards Challenge!,80915,1717,0,253,2014-04-24
67Wj-0OyKOM,Youtube ad.,540984,10202,0,429,2014-04-21
LWstCINhd8g,Impossible,87161,2713,0,346,2014-04-20
dg6iqLCPizs,Motivation,95674,3254,0,280,2014-04-17
cRPldarzw-M,1k Subs,17541046,1278443,0,89273,2014-04-14
-rdYtmUejSE,Yup I is the best at the game.,290844,5389,0,547,2014-04-05
tusuuI7MEJU,Should I join FaZe?????,908323,18144,0,1741,2014-04-05
XDe5f8BEvwY,"Youtube Networks Requirerments. (Machinima, TGN, 8byte....)",92506,1388,0,190,2014-04-01
BtCGABBPH9s,Two Years of Youtube.,464956,9892,0,1011,2014-03-31
KJ_C_NSl0P8,"How Much Money Does ""Element Animation"" Make?????",190421,3556,0,353,2014-03-31
LI8nWXeYtOs,"How Much Money Does ""Skydoesminecraft"" Make????",78732,1657,0,381,2014-03-30
LMe7k8I082w,Should College Athletes Be Paid?????,90127,1968,0,299,2014-03-29
h77pHTSPSiw,"""Beast"" Channel Trailer",70663,1875,0,235,2014-03-29
JUiijjJOInw,What It Takes To Be A Full Time Youtuber...,61488,1912,0,461,2014-03-28
gpbY6zCEBv4,How Video Games Boosted My SAT Score. Lol,63799,1765,0,232,2014-03-27
Kgu2ApayYvI,How Much Money Do I Make?????,157468,4942,0,667,2014-03-16
S9PIukDRcvk,Update,71750,1973,0,350,2014-03-13
lrw3zkGS9Vc,Subscribers.,115085,3251,0,1117,2014-03-08
IQYW_lVBYGo,How Much Money Does KyR's Speedy's Crew Make?????,102122,2031,0,311,2014-03-02
iOjxpow6jow,How Many Youtubers Are Millionaries?????,502611,8922,0,1798,2014-02-27
GdD2pqAdjXY,"Flappy Bird - Builders Showdown, Which is Better?",120534,3274,0,428,2014-02-24
nmHCmLVLxcU,New COD Zombies In 2014?????,84935,2221,0,355,2014-02-24
TZPlDuYrcDQ,Minecraft Mansion Timelapse,624069,19894,0,2308,2014-02-23
Oub4nMrNTqQ,Top 5 NON-COPYRIGHTED Songs!!!!!,127668,3482,0,613,2014-02-18
h5Z36IuyrKc,Vanoss vs Speedy! Which is better?,118792,2755,0,929,2014-02-17
2IGxSOfsBok,I Hate Pewdiepie!!!!!,3018564,225279,0,14500,2014-02-01
ZxkLCq49Tvk,Does Spam Work?????,469525,7366,0,753,2014-01-21
smDPnIdlkhM,100th VIDEO SPECIAL!,451417,14391,0,1614,2014-01-20
DjMYkWCEan8,The Vortex SMP Episode 1! Just Derping Around and Explaining Things.,137265,3698,0,403,2014-01-18
3nn_skHgkqI,Has Youtube Met Its Match?????,108490,2348,0,288,2014-01-12
A8IkOqb_7Yg,How Much Money Does Pewdiepie Make????? (Updated 2015),1933869,28919,0,2056,2014-01-12
hHl_YMivv3c,"Battle Pirates, my base.",84391,2005,0,331,2013-12-31
7mLSbgyjM0g,"Battle Pirates, Hellstrike Base attack.",74515,1978,0,328,2013-12-30
TGKkMl17Htg,"Battle Pirates, Unstoppable Ship!",60317,2310,0,704,2013-12-30
Qw3eFnsSdlQ,Best Hellstrike Build???? (Battle Pirates),60220,1980,0,499,2013-12-29
KcNCJ1mgt14,"Marauder Builds, Battle Pirates In Depth Builds.",60234,2278,0,666,2013-12-29
A4lp4FRCo6o,"Battle pirates, How To Auto Lvl 40 Salvages.",63454,2051,0,435,2013-12-29
WYKZz3Zygdc,Hellstrikes vs 7 halos!,88822,2069,0,394,2013-12-27
5U2fmvh9_Is,"Battle Pirates, Hellstrike vs Epic Base!",75185,2004,0,372,2013-12-24
xvIpibLjs5k,"Battle Pirates, Another Hellstrike Fail.",74553,2056,0,359,2013-12-19
jlpAON0ePME,Battle pirates Hellstrike fail!,74608,2026,0,341,2013-12-19
sfp0a6zDoNQ,"Battle Pirates, lvl 66 vs Missile Cruiser x Fleet!",76554,2003,0,298,2013-12-18
RaDRWNz3Al4,"Battle Pirates, Hellstrike Too Overpowered????",74169,2058,0,310,2013-12-14
Ms9MGkEm4mg,"Battle Pirates, All Sentinel Base.",80259,2197,0,351,2013-12-05
90wWStXJX5c,"Battle pirates, Lvl 58 Mercury Base Attack!",114592,2532,0,358,2013-12-05
ruSVy-u2DzM,"Battle Pirates, Stingray vs Mercury Epic Battle!",77870,2411,0,463,2013-12-05
pP1KMQb51GA,OpTiC NaDeShOt Got Hack!!,82397,2341,0,484,2013-11-28
dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",115212,3313,0,337,2013-11-17
p-KVD5rA_Cw,Why Google Does Not Care What We Think....,451912,7444,0,738,2013-11-17
JdCgkcb1iwQ,My First Kem Strike!,88807,3201,0,661,2013-11-17
7anhkLPRk-A,Google+ The Death Of Youtube?????,146209,3481,0,399,2013-11-14
XVMY7B3AzWM,How Much Money Does PewDiePie Make?????,850157,15270,0,1438,2013-11-12
QXag-irFHxE,Most Overpowered Guns In Ghost!,121432,3777,0,366,2013-11-12
vBEGODNmdas,Are Minecraft Faction Has A New Pet! (poopymiscquidlepants),109576,2984,0,318,2013-11-01
v3tbnlc5cfo,Battle Pirates!,114216,4034,0,731,2013-09-22
ObYLL97-SBA,How To Duplicate Diamonds!!!!,183272,6546,0,595,2013-09-15
IaR7P4-wFK8,50k Video Views!!!! EpicSauce!,275653,9183,0,823,2013-09-09
v1ELS84GQu8,If This Video Gets One Million Views.....,13251849,1175068,0,71871,2013-09-07
ctJORnOjbrQ,These Were The Good Days....,184267,4683,0,434,2013-09-05
-hrPQFaDVKQ,Channel Update.,185931,4789,0,430,2013-08-17
bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,131883,3775,0,431,2013-08-16
yyssjJEJMt4,"Minecraft, How To Grief Without Being Seen!",352274,18039,0,1489,2013-08-15
2bwPntvb90U,Buried Round 50 Gameplay! Black ops 2 Zombies.,145506,4543,0,455,2013-08-13
Wz1VHTZq16c,Minecraft Let's Play Ep. # 2 - Having Fun and Derping!,192225,7428,0,833,2013-08-12
Cs-kyTJso-A,Worlds Biggest Ball Of TNT Minecraft!  Challenge Video!,631017,19235,0,1631,2013-08-10
jkqd-oc0F00,"How To Get A Gaming Partnership, And What It Is.",104429,3762,0,650,2013-08-09
mVkT6Cd9SoI,Camping Montage.... LOL,106854,3602,0,527,2013-08-06
rffyxTTNkyk,Black Ops 2! Mini Update Video.,103654,4151,0,860,2013-08-05
OOesLeO6-pc,Randomness,103821,4313,0,849,2013-08-03
Q5lcjP6XlHw,203 Kill Game! Thanks For 300 Subscribers!,165738,6152,0,1027,2013-08-02
sE3ZZmYotSs,Call of Duty Ghost Multiplier Reveal Trailer Release Date!,124036,4198,0,587,2013-07-31
pUwUAtmBKxw,Insane Black Ops 2 HACKER!!!!,247456,6738,0,671,2013-07-30
p5rGgPZtjDw,Top Subscribed To Channels? BO2 w/ commentary!,127151,4680,0,792,2013-07-29
bWDmDsdvoBs,Career Ender ....  LOL,153579,4323,0,521,2013-07-28
OJA1QK-j-Oo,I Bought A New Microphone!  (quality test),164084,5228,0,582,2013-07-28
KL1X8NsVGd0,Top 10 Worst Guns in Call Of Duty History!,209535,7425,0,672,2013-07-26
q2HoSwCMcZw,Black ops 2 Patch news!,145390,5083,0,798,2013-07-25
RRknlgRqOds,Black ops 2 Invisible equipment and scorestreak glitch!,178651,5596,0,591,2013-07-21
j93M46a-W3U,I'm Back! Update Video....,197367,6853,0,737,2013-07-20
uqjfMNEWNIg,Minecraft Let's Play! Ep. 1. The Beginning!,700627,24918,0,2577,2013-07-09
X-g9aT2wFjM,Channel Trailer....,276688,10024,0,873,2013-07-06
pHKlrJeKmjA,Black ops 2 Shotgun gameplay w/ commentary....  Ps4 or Xbox?,253124,6724,0,800,2013-07-06
C82suucz4i4,Black ops 2 Gameplay w/ commentary. Hipsters,361692,12135,0,883,2013-07-03
H_DYlka7QAQ,Project Zomboid Let's Play ep [04] lots of stuff,147196,5844,0,900,2013-06-18
ov0KQthQ50U,Project Zomboid Let's Play ep. [03] Looting and storing.,141539,5643,0,1057,2013-06-17
MC-7ziNt_U4,Project Zomboid let's play ep. [02] Just some chores.,141934,5938,0,1022,2013-06-16
PNsF1Uh5yP8,Project Zomboid Lets Play ep [01] Roughing it out!,247897,8909,0,876,2013-06-15
9Y2sAtN5yRs,Gunpowder plus mod! (Grenade mod) Epic explosions for minecraft.,222324,8131,0,824,2013-04-21
-z349CGAOXs,Horse racing map for new update! (minecraft),210238,7860,0,890,2013-04-21
pl4xmh3RWfE,Amazing minecraft Cathedral!,418782,13990,0,1250,2013-04-21
6z5RwrvnH28,Huge WW2 jeep! Minecraft creations.,603802,18613,0,1915,2013-04-21
ivdQqobHDPc,Story time!,614163,20429,0,1590,2013-04-18
uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),376678,11417,0,1066,2013-04-11
Ros1PpcO5Js,Pokemon online battle #9 [rb] Hidden power ice ftw!,194018,7768,0,790,2013-04-07
KYv1nqutbK0,Pokemon online battle #8 Stone edge,187911,8827,0,1592,2013-04-05
7Yi-ctyTNU4,Online pokemon battle #7 [uu] 5-0,241169,10250,0,939,2013-04-04
VN2-3OfUzd8,Magic karp sweeps whole team of LEGENDARIES!!!,197886,7875,0,924,2013-04-02
-2IFrMOM36w,Pokemon online battles #5 [uu] Heracross never seems to dissapoint me...,195968,8910,0,1209,2013-04-01
7dIFHQkrASM,This is a detailed break down of my favorite UU team... ENJOY!,209286,8791,0,1012,2013-03-30
QicO1Gd0kvU,Pokemon online battle #4 [uu] Same old team,248014,0,0,1063,2013-03-28
yFfcsmK2TOA,Online pokemon battle #3 [uu] Ice punch,208592,0,0,1415,2013-03-28
Jl0-6tbNGBo,Pokemon online battle #2 [uu] Herracross w/ Dat MOXIE BOOST,304767,0,0,1234,2013-03-26
IAbX0FwX-GY,Why I Haven't Been Uploading,838110,0,0,1763,2013-03-26
XKSJRulqDNA,Most Epic Thing In Minecraft!?!?!?!?!?!!?????,440863,17741,0,1845,2013-03-11
jysfHFHNjYQ,Epic minecraft apartment complex!,556063,22507,0,2239,2013-01-27
Yox25V8Qsm4,Crazy Illulsions In Minecraft. (Bigre),706622,25034,0,2595,2013-01-27
clcN3OA8SNw,Best Minecraft Castle Ever?,409007,19608,0,2268,2013-01-27
m3lTwO0aNyw,How to get unlimited diamonds! minecraft (x-ray),595647,24817,0,2224,2013-01-27
gchqnwXlxJw,Drinks in minecraft (mod),575702,0,0,1795,2013-01-26
atCPtw4dg7g,Emerald tool mod! (minecraft),556445,25466,0,2296,2013-01-24
t8aM4HuVLrQ,This is a block? Since when lol.,871292,33462,0,4270,2013-01-22
M82VAcabSiA,Scary minecraft pig skin!,1092239,37410,0,3237,2013-01-13
7qj3nuF9Dzw,Most Epic minecraft skin EVER  (Psy),1225109,43864,0,3627,2013-01-13
Y74b7WlcEpk,More birds IN MINECRAFT!!,1356769,48892,0,3827,2013-01-13
Z8nEEdXTaX0,Boxy item mod Minecraft.  EPIC,1598262,57659,0,4302,2013-01-13
jP82d277Cc8,Harry Potter Mod In Minecraft! EPIC MUST SEE MOD!!!,6057979,0,0,9311,2012-03-10
2XVcLrB7B3Y,Worst Minecraft Saw Trap Ever???,31092004,1321562,0,135981,2012-02-21
